Date,Campaign,Campaign Type,Impressions,Clicks,Conversions,Revenue,Cost,Region,AdCreative
21/10/23,Facebook,Retargeting,70393,540,243,"$9,680.72","$3,150.59",East Midlands,CreativeB
21/10/23,SnapChat,Retargeting,76832,76,32,"$10,604.06","$4,008.85",East Midlands,CreativeC
21/10/23,Facebook,Retargeting,49736,1553,44,"$14,650.83","$1,264.39",Northern Ireland,CreativeB
21/10/23,Facebook,Retargeting,24290,137,238,"$1,321.52","$3,980.49",East of England,CreativeA
21/10/23,TikTok,Retargeting,46823,1766,24,"$11,372.58","$1,092.55",Yorkshire and the Humber,CreativeA
21/10/23,YouTube,Retargeting,48201,3704,29,"$3,511.13","$3,069.22",West Midlands,CreativeA
21/10/23,TikTok,Retargeting,44977,111,45,"$1,328.43",$887.67,North West,CreativeB
21/10/23,TikTok,Retargeting,83967,2756,194,"$4,347.01","$5,441.16",West Midlands,CreativeB
21/10/23,TikTok,Prospecting,12525,170,41,"$12,491.02","$7,353.47",East of England,CreativeA
21/10/23,Facebook,Retargeting,34062,1524,238,"$12,110.20",$977.46,South East,CreativeA
21/10/23,SnapChat,Retargeting,20851,2879,12,"$11,013.50",$573.62,Wales,CreativeC
21/10/23,Facebook,Prospecting,45892,1930,203,"$4,673.20","$3,635.65",Wales,CreativeA
21/10/23,Instagram,Retargeting,116216,778,38,"$12,261.78","$4,431.48",East of England,CreativeA
21/10/23,TikTok,Prospecting,76821,2750,132,"$4,973.09","$1,001.26",South West,CreativeA
21/10/23,TikTok,Retargeting,22424,1852,59,"$9,125.16","$4,343.68",Yorkshire and the Humber,CreativeC
21/10/23,Instagram,Prospecting,75359,1780,32,"$4,796.22","$1,910.22",London,CreativeC
21/10/23,TikTok,Retargeting,89914,2010,150,"$2,151.57","$4,502.19",Yorkshire and the Humber,CreativeC
21/10/23,TikTok,Prospecting,68135,2168,57,"$2,590.20","$3,218.65",East of England,CreativeA
21/10/23,TikTok,Prospecting,8735,2733,201,"$1,685.48","$2,842.03",North East,CreativeB
21/10/23,Instagram,Retargeting,77291,107,167,"$12,242.81","$2,791.60",West Midlands,CreativeA
21/10/23,Facebook,Retargeting,14554,1835,230,"$11,060.65","$7,379.08",South West,CreativeB
21/10/23,TikTok,Prospecting,66541,1562,131,"$10,088.49","$1,927.50",West Midlands,CreativeB
21/10/23,SnapChat,Prospecting,92803,1590,58,"$4,221.67","$1,336.27",South East,CreativeC
21/10/23,Instagram,Prospecting,21422,1242,206,"$15,005.84",$650.98,South East,CreativeA
21/10/23,YouTube,Retargeting,18013,2435,169,"$8,991.84","$1,366.17",West Midlands,CreativeC
21/10/23,Instagram,Prospecting,103562,832,14,"$9,471.55",$735.13,Wales,CreativeC
21/10/23,Facebook,Prospecting,6030,95,133,"$7,847.01","$3,030.13",London,CreativeA
21/10/23,Instagram,Prospecting,119300,911,8,"$11,893.31","$5,993.81",Scotland,CreativeA
21/10/23,YouTube,Prospecting,51377,1058,42,"$8,554.81",$939.43,North West,CreativeB
21/10/23,SnapChat,Retargeting,53510,1922,20,"$2,440.50","$3,899.98",London,CreativeA
21/10/23,YouTube,Retargeting,22867,3178,191,"$9,204.72",$550.02,East of England,CreativeB
21/10/23,Instagram,Prospecting,94884,1184,106,"$12,924.15",$638.68,South West,CreativeB
21/10/23,YouTube,Retargeting,84536,3235,116,"$7,086.24","$3,770.82",Yorkshire and the Humber,CreativeA
21/10/23,Instagram,Retargeting,44502,507,36,"$10,479.49","$2,848.25",East of England,CreativeB
21/10/23,SnapChat,Prospecting,99298,182,218,"$10,516.28","$4,717.06",East Midlands,CreativeC
21/10/23,SnapChat,Prospecting,99550,2605,54,"$12,013.47","$2,950.05",South West,CreativeC
21/10/23,Facebook,Retargeting,43834,49,30,"$6,637.59","$4,816.87",East Midlands,CreativeA
21/10/23,SnapChat,Retargeting,7406,1324,143,"$3,022.81",$778.91,West Midlands,CreativeC
21/10/23,TikTok,Prospecting,84404,2761,191,"$3,468.76","$1,117.62",West Midlands,CreativeC
22/10/23,YouTube,Retargeting,7534,1082,36,"$8,561.67","$4,475.69",North West,CreativeA
22/10/23,Facebook,Retargeting,48538,927,103,"$6,890.74","$3,081.22",Scotland,CreativeA
22/10/23,Instagram,Prospecting,47470,120,81,"$11,293.33","$6,428.37",North East,CreativeC
22/10/23,SnapChat,Retargeting,30762,351,61,"$2,084.19","$4,533.47",North East,CreativeB
22/10/23,YouTube,Retargeting,83593,758,183,"$6,328.72","$4,106.44",East of England,CreativeB
22/10/23,Instagram,Retargeting,44963,361,24,"$14,235.31","$4,844.63",East of England,CreativeC
22/10/23,Instagram,Retargeting,101136,499,174,"$7,883.06","$2,832.90",Scotland,CreativeA
22/10/23,Facebook,Retargeting,9806,904,61,"$7,494.59","$3,516.98",North East,CreativeA
22/10/23,Instagram,Prospecting,77496,1108,42,"$11,741.27",$743.43,South East,CreativeC
22/10/23,Instagram,Prospecting,94014,1540,218,"$14,110.17","$3,983.09",Wales,CreativeA
22/10/23,TikTok,Prospecting,3660,102,32,"$9,881.95","$1,385.06",North East,CreativeB
22/10/23,Facebook,Prospecting,74619,1742,202,"$1,521.18","$1,041.37",Wales,CreativeA
22/10/23,Facebook,Prospecting,28170,1481,35,"$8,813.17","$5,889.17",North East,CreativeA
22/10/23,SnapChat,Retargeting,14539,2341,222,"$7,961.53","$3,463.06",Scotland,CreativeA
22/10/23,Instagram,Retargeting,27445,1362,209,"$7,050.46","$2,150.14",East of England,CreativeC
22/10/23,SnapChat,Prospecting,6797,3175,127,"$1,378.59","$2,260.25",East of England,CreativeA
22/10/23,YouTube,Retargeting,69889,2510,205,"$4,386.61","$3,749.55",Wales,CreativeA
22/10/23,Instagram,Prospecting,28998,1299,42,"$7,146.91","$3,814.57",West Midlands,CreativeC
22/10/23,YouTube,Prospecting,88980,2170,109,"$8,916.69","$4,507.12",Wales,CreativeB
22/10/23,TikTok,Retargeting,51628,1591,14,"$7,459.40","$7,596.08",North East,CreativeA
22/10/23,Instagram,Prospecting,8303,2212,34,"$13,972.57","$3,055.83",Scotland,CreativeC
22/10/23,SnapChat,Retargeting,61613,2261,10,"$6,303.29","$5,990.67",South West,CreativeA
22/10/23,SnapChat,Prospecting,90301,1425,212,"$4,116.77",$334.64,North East,CreativeA
22/10/23,Instagram,Retargeting,95456,978,34,"$6,001.32",$799.51,Yorkshire and the Humber,CreativeB
22/10/23,SnapChat,Retargeting,53462,617,235,"$12,093.40","$1,297.88",South East,CreativeA
22/10/23,Instagram,Retargeting,57194,87,248,"$2,793.29","$5,902.65",Northern Ireland,CreativeB
22/10/23,Facebook,Retargeting,67752,1492,222,"$9,361.87","$1,854.07",South East,CreativeB
22/10/23,SnapChat,Retargeting,25623,3493,23,"$13,386.50","$2,819.37",Yorkshire and the Humber,CreativeA
22/10/23,Instagram,Retargeting,95126,1752,178,"$1,218.66","$3,112.18",West Midlands,CreativeC
22/10/23,Instagram,Prospecting,52394,579,13,"$9,165.62","$2,338.93",East Midlands,CreativeC
22/10/23,SnapChat,Prospecting,91425,2278,34,"$9,093.28","$7,562.78",West Midlands,CreativeB
22/10/23,Facebook,Retargeting,64426,1771,215,"$3,409.30","$2,186.01",London,CreativeC
22/10/23,SnapChat,Retargeting,70024,3031,228,"$7,566.09","$3,283.80",London,CreativeB
22/10/23,Instagram,Prospecting,110023,2242,204,"$1,788.69","$2,432.73",South West,CreativeC
22/10/23,Facebook,Prospecting,74993,350,26,"$3,536.72",$575.58,South West,CreativeC
22/10/23,YouTube,Prospecting,56006,1666,45,"$7,140.85","$1,821.37",Northern Ireland,CreativeA
22/10/23,TikTok,Prospecting,20968,891,38,"$8,957.02","$3,835.98",Scotland,CreativeA
22/10/23,SnapChat,Prospecting,34712,221,35,"$12,370.43","$5,526.67",East of England,CreativeC
22/10/23,Instagram,Retargeting,46093,1361,20,"$9,721.93","$1,464.88",Wales,CreativeA
22/10/23,Facebook,Prospecting,73200,1434,242,"$9,440.39","$4,083.94",East Midlands,CreativeA
22/10/23,Facebook,Prospecting,11797,580,139,"$6,947.12","$3,889.13",East Midlands,CreativeB
22/10/23,YouTube,Prospecting,34428,2131,191,"$6,789.03","$4,652.02",Northern Ireland,CreativeB
22/10/23,SnapChat,Retargeting,25299,1969,17,"$8,731.62","$7,191.00",North West,CreativeB
22/10/23,Facebook,Prospecting,52570,982,13,"$6,872.21","$1,550.72",North East,CreativeA
22/10/23,YouTube,Prospecting,31361,3406,53,"$3,852.25","$2,423.32",South West,CreativeA
22/10/23,Instagram,Retargeting,11386,2176,21,"$14,198.34","$4,170.54",South West,CreativeA
22/10/23,YouTube,Retargeting,39381,2954,96,"$5,990.20","$8,748.26",Wales,CreativeC
22/10/23,SnapChat,Prospecting,26789,2812,215,"$7,786.99","$2,742.38",Wales,CreativeA
22/10/23,YouTube,Retargeting,17714,539,199,"$3,690.92","$3,360.65",Scotland,CreativeA
22/10/23,Facebook,Prospecting,6222,1685,218,"$2,030.33",$781.12,South East,CreativeC
22/10/23,Facebook,Prospecting,10433,1675,10,"$14,829.12","$2,541.55",East of England,CreativeA
22/10/23,TikTok,Retargeting,12728,2393,27,$722.39,"$3,811.82",Scotland,CreativeA
22/10/23,YouTube,Prospecting,92396,1784,6,"$11,251.14","$1,417.17",Wales,CreativeA
22/10/23,Instagram,Retargeting,12324,2392,99,"$5,398.80","$6,815.85",Yorkshire and the Humber,CreativeC
22/10/23,SnapChat,Retargeting,62774,238,30,"$9,953.99","$4,693.23",Wales,CreativeB
22/10/23,TikTok,Retargeting,4379,2926,41,"$11,348.75","$5,080.95",Yorkshire and the Humber,CreativeB
22/10/23,YouTube,Retargeting,14029,242,73,"$5,944.44","$3,430.44",North West,CreativeA
22/10/23,Instagram,Prospecting,47857,2464,66,"$8,559.10","$2,735.38",South West,CreativeA
22/10/23,TikTok,Prospecting,3546,2068,290,"$12,820.16","$6,372.37",North West,CreativeC
22/10/23,Facebook,Prospecting,12084,1462,105,"$13,500.48","$7,922.46",East Midlands,CreativeB
23/10/23,Facebook,Retargeting,57478,1649,9,"$6,864.29","$2,241.72",Northern Ireland,CreativeC
23/10/23,TikTok,Prospecting,8950,2175,74,"$10,961.92",$792.39,Scotland,CreativeC
23/10/23,SnapChat,Retargeting,4453,2680,31,"$11,497.80","$7,702.99",Scotland,CreativeB
23/10/23,Facebook,Retargeting,30570,1435,224,"$13,872.01","$3,908.46",South West,CreativeB
23/10/23,SnapChat,Retargeting,77722,104,43,"$6,815.49",$330.31,Yorkshire and the Humber,CreativeA
23/10/23,Instagram,Retargeting,93827,1285,85,"$8,555.77",$958.14,Wales,CreativeB
23/10/23,TikTok,Prospecting,15300,1109,114,"$4,164.31","$1,947.19",East of England,CreativeC
23/10/23,Instagram,Retargeting,55985,895,83,"$13,195.43","$2,982.73",Northern Ireland,CreativeA
23/10/23,YouTube,Retargeting,76496,287,205,"$8,376.62","$2,521.84",South East,CreativeB
23/10/23,TikTok,Retargeting,79034,2827,189,"$9,298.08","$1,364.72",Yorkshire and the Humber,CreativeA
23/10/23,Instagram,Retargeting,107968,2483,181,"$2,060.81","$2,675.97",West Midlands,CreativeA
23/10/23,TikTok,Retargeting,23881,1549,11,"$11,083.81","$2,772.40",North East,CreativeB
23/10/23,Facebook,Retargeting,36177,1730,238,"$12,606.17","$2,654.57",East of England,CreativeB
23/10/23,TikTok,Prospecting,12905,1906,57,"$8,901.68","$3,920.03",North West,CreativeC
23/10/23,TikTok,Prospecting,32675,2515,96,"$1,194.14","$3,211.81",Northern Ireland,CreativeA
23/10/23,Facebook,Prospecting,65087,259,31,"$12,475.78",$919.36,Scotland,CreativeA
23/10/23,Instagram,Retargeting,70961,2471,273,"$12,380.29",$358.82,Scotland,CreativeB
23/10/23,TikTok,Retargeting,12113,79,36,"$1,872.44","$1,114.08",East Midlands,CreativeA
23/10/23,SnapChat,Retargeting,79989,1476,50,"$7,804.23","$3,535.97",East Midlands,CreativeC
23/10/23,TikTok,Prospecting,11887,446,8,$955.03,$209.83,East of England,CreativeC
23/10/23,Instagram,Retargeting,65455,2411,46,"$12,015.55",$981.12,Northern Ireland,CreativeB
23/10/23,Facebook,Retargeting,78836,950,157,"$11,416.96",$991.18,South West,CreativeC
23/10/23,Instagram,Prospecting,70789,971,178,"$1,342.32","$3,372.40",North West,CreativeA
23/10/23,YouTube,Retargeting,79571,2454,12,"$10,751.57",$776.99,North East,CreativeC
23/10/23,TikTok,Prospecting,6188,1745,108,"$10,521.41",$662.79,East Midlands,CreativeC
23/10/23,TikTok,Retargeting,61210,158,108,"$12,960.86","$4,115.95",Scotland,CreativeA
23/10/23,Facebook,Retargeting,64253,1149,150,"$1,738.27","$3,362.98",South West,CreativeB
23/10/23,TikTok,Retargeting,24872,1600,225,"$11,355.71","$8,819.81",Yorkshire and the Humber,CreativeC
23/10/23,SnapChat,Prospecting,99723,3135,198,"$12,771.97","$2,268.83",South West,CreativeC
23/10/23,SnapChat,Retargeting,35176,2087,136,"$7,212.58","$1,237.00",South East,CreativeA
23/10/23,Instagram,Prospecting,71360,673,49,"$5,477.50","$5,079.85",Northern Ireland,CreativeA
23/10/23,Facebook,Retargeting,20953,867,204,"$5,860.83","$7,727.05",Yorkshire and the Humber,CreativeC
23/10/23,YouTube,Prospecting,92396,1450,39,"$6,218.34","$4,085.36",Yorkshire and the Humber,CreativeC
23/10/23,Instagram,Retargeting,33481,1937,71,"$4,084.78","$4,592.98",East of England,CreativeB
23/10/23,Facebook,Prospecting,9863,1274,31,"$12,322.68",$873.43,East of England,CreativeB
23/10/23,Facebook,Prospecting,16845,1667,169,"$2,422.92","$1,430.98",South West,CreativeC
23/10/23,Instagram,Retargeting,101452,1344,59,"$1,679.54","$1,876.54",London,CreativeA
23/10/23,Instagram,Prospecting,34830,458,148,"$7,769.68","$3,021.27",North East,CreativeB
23/10/23,TikTok,Prospecting,10706,119,183,"$2,832.53","$1,497.91",Wales,CreativeA
23/10/23,YouTube,Prospecting,10332,2271,39,"$5,685.13","$3,378.62",West Midlands,CreativeC
23/10/23,SnapChat,Retargeting,89184,25,186,"$7,597.37","$2,754.85",Scotland,CreativeC
23/10/23,TikTok,Prospecting,5114,2999,183,"$10,775.11","$1,997.14",North West,CreativeC
23/10/23,Facebook,Retargeting,60665,1839,237,"$14,232.98","$5,381.98",West Midlands,CreativeB
23/10/23,YouTube,Prospecting,1613,210,14,"$3,369.64","$1,789.64",South West,CreativeC
23/10/23,YouTube,Prospecting,61391,1526,36,"$7,534.46","$3,386.21",Wales,CreativeA
23/10/23,Instagram,Prospecting,100276,1626,46,"$5,339.33","$4,467.21",Yorkshire and the Humber,CreativeA
23/10/23,YouTube,Prospecting,62497,3667,54,"$6,077.68","$2,228.28",West Midlands,CreativeB
23/10/23,YouTube,Retargeting,18519,355,139,"$11,749.32","$7,316.67",London,CreativeC
23/10/23,Facebook,Retargeting,13762,1784,211,"$1,761.64","$1,445.71",East Midlands,CreativeA
23/10/23,TikTok,Prospecting,18975,2281,209,"$10,809.20","$5,538.08",Wales,CreativeA
23/10/23,YouTube,Retargeting,44322,3389,52,"$3,085.51","$4,061.04",North East,CreativeC
23/10/23,Instagram,Retargeting,13216,2146,59,"$4,740.09",$566.06,West Midlands,CreativeA
23/10/23,TikTok,Prospecting,65345,1698,165,"$7,459.39","$3,377.99",East Midlands,CreativeB
23/10/23,Instagram,Prospecting,75316,352,94,"$5,822.36","$5,139.00",North East,CreativeA
23/10/23,YouTube,Prospecting,28341,2684,8,"$4,827.79","$2,801.98",Yorkshire and the Humber,CreativeA
23/10/23,TikTok,Prospecting,10637,1442,128,"$7,097.76","$8,858.85",North West,CreativeA
23/10/23,YouTube,Prospecting,37761,3910,30,"$5,329.44","$3,913.96",North West,CreativeC
23/10/23,Facebook,Prospecting,44006,1834,9,"$10,486.92",$950.45,Wales,CreativeC
23/10/23,TikTok,Retargeting,27156,925,63,"$6,760.03",$953.09,West Midlands,CreativeA
23/10/23,Instagram,Prospecting,1267,2399,43,"$15,831.61",$991.82,South West,CreativeA
24/10/23,TikTok,Retargeting,36719,2341,24,"$3,841.10","$3,963.01",East Midlands,CreativeB
24/10/23,Instagram,Prospecting,15946,1517,59,"$6,437.17","$4,929.80",South West,CreativeB
24/10/23,YouTube,Retargeting,28473,1286,101,"$4,404.11","$7,697.92",London,CreativeA
24/10/23,Instagram,Prospecting,34309,193,14,"$10,354.07","$1,450.68",North West,CreativeA
24/10/23,Instagram,Prospecting,35269,962,87,"$15,590.55","$2,554.62",Yorkshire and the Humber,CreativeA
24/10/23,Instagram,Prospecting,13052,2183,43,"$6,247.10","$4,801.78",North West,CreativeA
24/10/23,Instagram,Retargeting,110524,1348,36,"$7,877.13","$5,735.18",Yorkshire and the Humber,CreativeB
24/10/23,Facebook,Prospecting,59302,318,77,"$10,120.86","$2,065.10",Scotland,CreativeA
24/10/23,SnapChat,Prospecting,108943,235,202,"$11,619.09","$6,792.43",Yorkshire and the Humber,CreativeA
24/10/23,Facebook,Retargeting,71586,476,48,"$11,499.84",$989.94,Scotland,CreativeB
24/10/23,TikTok,Retargeting,48195,1453,84,"$12,900.53","$6,804.32",London,CreativeA
24/10/23,TikTok,Prospecting,82175,2986,26,"$6,944.50","$4,212.29",Northern Ireland,CreativeC
24/10/23,SnapChat,Prospecting,12643,1738,12,"$13,363.87","$3,922.15",West Midlands,CreativeA
24/10/23,SnapChat,Retargeting,1186,296,193,"$4,525.28","$3,307.32",East of England,CreativeB
24/10/23,SnapChat,Retargeting,86541,3117,127,"$13,455.26","$3,985.35",Northern Ireland,CreativeC
24/10/23,Instagram,Prospecting,100849,206,179,"$15,073.52","$3,290.12",West Midlands,CreativeC
24/10/23,Facebook,Prospecting,7982,647,231,"$6,925.10","$2,638.73",London,CreativeA
24/10/23,TikTok,Retargeting,30234,2831,57,"$7,368.32","$3,791.85",West Midlands,CreativeC
24/10/23,Facebook,Prospecting,73246,819,86,"$12,910.22","$2,303.81",East Midlands,CreativeB
24/10/23,Facebook,Prospecting,56603,1032,150,"$14,886.14","$2,129.29",North East,CreativeB
24/10/23,Facebook,Prospecting,57812,31,199,"$7,991.51","$3,115.09",North West,CreativeC
24/10/23,SnapChat,Retargeting,4095,3009,35,"$2,487.92",$544.29,Wales,CreativeA
24/10/23,SnapChat,Retargeting,11850,2459,59,"$6,061.09","$5,107.56",North West,CreativeC
24/10/23,TikTok,Prospecting,45459,2231,146,"$1,532.36","$1,449.11",West Midlands,CreativeA
24/10/23,TikTok,Prospecting,61471,7,57,"$4,834.81","$6,404.27",North West,CreativeC
24/10/23,TikTok,Prospecting,31115,1271,75,"$2,385.67","$1,674.31",North West,CreativeC
24/10/23,Facebook,Retargeting,64482,498,30,"$11,836.61","$3,902.36",Northern Ireland,CreativeB
24/10/23,SnapChat,Prospecting,79404,195,37,"$1,200.78",$875.91,North East,CreativeB
24/10/23,Instagram,Retargeting,102780,1196,272,"$10,954.29","$5,302.97",South East,CreativeC
24/10/23,Facebook,Prospecting,31807,1924,14,"$1,559.56","$2,735.93",London,CreativeA
24/10/23,YouTube,Retargeting,95876,949,213,"$3,667.70",$573.59,East of England,CreativeB
24/10/23,Facebook,Prospecting,12431,1900,103,"$3,744.15","$2,468.13",Wales,CreativeB
24/10/23,SnapChat,Retargeting,45752,440,182,"$13,455.36","$1,909.49",South East,CreativeB
24/10/23,YouTube,Retargeting,46022,169,183,"$9,291.66","$2,660.63",London,CreativeA
24/10/23,Facebook,Prospecting,79557,144,14,"$14,800.16","$2,086.45",Wales,CreativeA
24/10/23,SnapChat,Retargeting,104138,699,187,"$6,243.26","$2,514.33",Northern Ireland,CreativeB
24/10/23,SnapChat,Prospecting,67942,597,14,"$7,772.17","$7,755.33",North West,CreativeC
24/10/23,Instagram,Retargeting,40861,1123,28,"$15,576.58",$960.57,South East,CreativeC
24/10/23,Facebook,Prospecting,78226,197,234,"$11,698.53","$4,800.27",East Midlands,CreativeC
24/10/23,SnapChat,Retargeting,91633,3298,220,"$1,813.68","$3,809.77",East of England,CreativeB
24/10/23,TikTok,Retargeting,46557,2177,51,"$8,772.77","$1,117.88",South East,CreativeB
24/10/23,SnapChat,Prospecting,104482,2100,180,"$2,880.22","$6,482.84",Northern Ireland,CreativeA
24/10/23,Instagram,Retargeting,103038,2272,43,"$13,354.23","$1,719.03",Wales,CreativeB
24/10/23,SnapChat,Prospecting,50866,905,54,"$4,568.19","$2,162.35",North East,CreativeA
24/10/23,Facebook,Prospecting,65522,1062,9,"$2,526.13","$4,367.20",Northern Ireland,CreativeA
24/10/23,Facebook,Prospecting,53727,280,53,"$14,834.14","$5,099.72",West Midlands,CreativeC
24/10/23,YouTube,Retargeting,34312,2734,166,"$2,721.32","$1,570.40",Yorkshire and the Humber,CreativeB
24/10/23,Facebook,Retargeting,6869,892,52,"$8,207.12","$3,923.11",South West,CreativeA
24/10/23,YouTube,Retargeting,83833,290,26,"$6,085.29","$1,662.10",North West,CreativeB
24/10/23,TikTok,Prospecting,76917,751,32,"$4,136.13","$2,444.97",North West,CreativeA
24/10/23,Instagram,Prospecting,74491,1902,39,"$11,912.48","$1,947.64",East Midlands,CreativeA
24/10/23,TikTok,Retargeting,57059,301,126,"$5,920.90","$1,125.66",London,CreativeB
24/10/23,YouTube,Prospecting,19131,542,13,"$4,042.40",$393.18,Scotland,CreativeA
24/10/23,SnapChat,Retargeting,17622,3172,235,"$8,875.67","$3,284.53",West Midlands,CreativeC
24/10/23,SnapChat,Retargeting,83348,2171,169,"$2,267.04","$4,178.55",East Midlands,CreativeA
24/10/23,TikTok,Prospecting,89253,154,60,"$8,078.95",$126.03,East Midlands,CreativeA
24/10/23,SnapChat,Prospecting,66575,1772,32,"$11,165.72",$324.65,Yorkshire and the Humber,CreativeA
24/10/23,YouTube,Prospecting,76043,1374,6,"$8,286.16","$1,253.14",North West,CreativeC
24/10/23,Instagram,Prospecting,77372,1565,15,"$8,823.20","$3,053.73",West Midlands,CreativeC
24/10/23,Facebook,Retargeting,75536,258,126,"$5,039.20","$2,735.36",Wales,CreativeB
25/10/23,TikTok,Retargeting,17594,2364,98,"$6,895.82",$116.63,North East,CreativeC
25/10/23,Instagram,Prospecting,94769,2348,224,"$12,980.54","$1,957.95",East of England,CreativeB
25/10/23,Facebook,Retargeting,57458,209,13,"$1,696.89",$333.06,South East,CreativeA
25/10/23,Facebook,Retargeting,29138,707,26,"$7,656.06","$3,617.90",Yorkshire and the Humber,CreativeA
25/10/23,SnapChat,Retargeting,24476,2927,178,"$8,037.66","$3,052.82",Scotland,CreativeC
25/10/23,Instagram,Retargeting,37759,221,237,"$4,631.95",$738.73,Northern Ireland,CreativeB
25/10/23,Instagram,Retargeting,46632,56,60,"$1,367.99","$5,436.77",West Midlands,CreativeC
25/10/23,SnapChat,Retargeting,8338,455,54,"$13,841.01","$6,293.30",East of England,CreativeA
25/10/23,YouTube,Retargeting,83551,206,124,"$7,021.38","$2,787.51",West Midlands,CreativeC
25/10/23,Instagram,Retargeting,59041,1527,36,"$15,471.66",$239.46,London,CreativeC
25/10/23,Instagram,Prospecting,70446,2120,45,"$9,808.16","$3,024.95",Northern Ireland,CreativeC
25/10/23,Instagram,Retargeting,94703,1998,129,"$2,995.89",$641.92,Wales,CreativeB
25/10/23,YouTube,Prospecting,95499,97,132,"$9,146.48","$2,468.74",East Midlands,CreativeC
25/10/23,Facebook,Prospecting,13229,722,14,"$2,577.34","$7,061.80",North East,CreativeB
25/10/23,SnapChat,Retargeting,89861,571,103,"$13,651.22","$7,296.14",South West,CreativeC
25/10/23,YouTube,Prospecting,70936,1903,29,"$3,846.88","$3,382.95",East Midlands,CreativeA
25/10/23,TikTok,Retargeting,47630,2806,23,"$4,342.49","$4,171.61",South East,CreativeA
25/10/23,TikTok,Prospecting,23710,140,15,"$10,910.58","$2,121.46",West Midlands,CreativeA
25/10/23,YouTube,Retargeting,33573,2177,69,"$11,569.72",$920.95,North West,CreativeC
25/10/23,YouTube,Prospecting,25780,229,182,"$10,656.69","$6,791.38",London,CreativeB
25/10/23,Facebook,Retargeting,47368,1384,109,"$14,923.22","$2,991.36",Scotland,CreativeB
25/10/23,TikTok,Prospecting,49736,2317,189,"$3,969.25","$3,558.48",South East,CreativeC
25/10/23,SnapChat,Retargeting,67066,1254,32,"$9,343.38","$7,847.21",Yorkshire and the Humber,CreativeA
25/10/23,Instagram,Retargeting,1993,83,178,"$10,780.30","$2,086.14",South West,CreativeA
25/10/23,Instagram,Prospecting,80657,905,134,"$7,187.61","$3,307.38",Yorkshire and the Humber,CreativeC
25/10/23,Facebook,Prospecting,58319,1770,44,"$6,738.27","$1,011.57",Wales,CreativeB
25/10/23,Facebook,Prospecting,27254,1490,26,"$6,401.77","$2,239.98",North West,CreativeC
25/10/23,TikTok,Prospecting,74859,2660,69,"$6,903.43","$4,002.36",East Midlands,CreativeA
25/10/23,SnapChat,Retargeting,94250,1248,53,"$9,401.95","$5,210.68",Scotland,CreativeC
25/10/23,SnapChat,Prospecting,109497,2567,82,"$5,350.79","$3,244.25",Yorkshire and the Humber,CreativeB
25/10/23,YouTube,Prospecting,58146,2035,25,"$6,330.56","$3,200.02",London,CreativeB
25/10/23,Facebook,Retargeting,42762,1764,79,"$10,041.30","$3,713.25",North West,CreativeC
25/10/23,Instagram,Retargeting,54606,157,49,"$6,066.61","$6,374.92",Northern Ireland,CreativeC
25/10/23,Instagram,Retargeting,29648,173,189,"$8,995.73","$2,955.58",Scotland,CreativeC
25/10/23,TikTok,Prospecting,84262,1402,15,"$4,747.37","$2,144.44",North East,CreativeB
25/10/23,Instagram,Prospecting,117030,2497,186,"$12,887.06","$1,106.07",Scotland,CreativeC
25/10/23,SnapChat,Prospecting,7312,214,214,"$12,517.94","$2,688.09",London,CreativeB
25/10/23,SnapChat,Prospecting,16570,95,52,"$5,668.34","$2,793.17",South West,CreativeB
25/10/23,Facebook,Retargeting,46466,1026,36,"$12,406.61","$5,642.96",Yorkshire and the Humber,CreativeA
25/10/23,TikTok,Prospecting,41770,1605,48,"$7,789.03","$7,297.72",South East,CreativeA
25/10/23,Instagram,Prospecting,68202,1648,105,"$10,033.00","$6,293.65",South East,CreativeB
25/10/23,Facebook,Retargeting,25756,1196,52,"$2,748.64","$3,779.40",West Midlands,CreativeB
25/10/23,YouTube,Retargeting,29979,84,121,"$10,810.43","$2,303.64",East Midlands,CreativeA
25/10/23,YouTube,Retargeting,40539,2720,99,"$11,550.99","$4,711.84",South East,CreativeC
25/10/23,Instagram,Prospecting,70502,621,41,"$11,271.04","$1,887.53",South West,CreativeC
25/10/23,Instagram,Prospecting,29990,1790,24,"$10,344.00",$396.22,East of England,CreativeB
25/10/23,Instagram,Retargeting,41146,123,52,"$13,834.42","$1,143.50",Wales,CreativeB
25/10/23,SnapChat,Prospecting,7306,2778,34,"$11,785.09","$1,473.37",East Midlands,CreativeC
25/10/23,Instagram,Prospecting,73051,192,218,"$6,819.40","$5,086.29",North East,CreativeA
25/10/23,YouTube,Retargeting,47698,2033,153,"$9,854.29","$6,011.59",North West,CreativeB
25/10/23,Instagram,Retargeting,5861,40,94,"$1,262.13","$3,139.72",London,CreativeB
25/10/23,TikTok,Retargeting,44447,142,66,"$4,691.29","$6,205.84",London,CreativeA
25/10/23,YouTube,Prospecting,36509,1908,141,"$11,928.51",$465.55,West Midlands,CreativeA
25/10/23,TikTok,Prospecting,29384,158,72,"$2,913.85","$8,243.10",London,CreativeB
25/10/23,YouTube,Prospecting,80017,1784,51,"$2,701.88","$4,477.57",Yorkshire and the Humber,CreativeC
25/10/23,Facebook,Retargeting,29840,229,17,"$10,366.25","$1,610.45",North West,CreativeA
25/10/23,YouTube,Prospecting,97068,1050,9,"$4,864.38","$3,732.97",East Midlands,CreativeC
